SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
ACE|acetone|C0001002|||C0001002|AOD;CHV;CSP;LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT;VANDF|||
ACE|acetonitrile|C0050456|||||||1
ACE|acetylcholine esterase|C0001044|||||1|0.0009|
ACE|acetylcholinesterase|C0001044|||C0001044;C1412122|AOD;CHV;CSP;HUGO;LNC;MSH;MTH;NDFRT;OMIM;RXNORM;SNOMEDCT|1|0.0055|
ACE|actinium emanation||||||||1
ACE|acute care for elderly||||||||1
ACE|acute cerebral encephalopathy||||||||1
ACE|acute coronary event||||||||1
ACE|adrenocortical extract||||||||1
ACE|advanced combined encoder||||||||1
ACE|adverse clinical event||||||||1
ACE|aerobic chair exercise||||||||1
ACE|aerosol cloud enhancer||||||||1
ACE|affinity capillary electrophoresis||||||1|0.0116|
ACE|alcohol, chloroform, ether||||||||1
ACE|amygdaloid central nucleus||||||1|0.0036|
ACE|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1||||C1413931|HUGO|||
ACE|angiotensin converting enzyme|C0022709|||C0022709;C0201888;C2258685|CHV;CSP;GO;LNC;MSH;NCI;NDFRT;SNOMEDCT|||
ACE|angiotensin converting enzyme (ACE) test||||C0201888|CHV|||
ACE|angiotensin converting enzyme gene||||||1|0.0015|
ACE|angiotensin converting enzyme i|C0022709|||C0022709|CHV|||
ACE|angiotensin converting enzymes|C0022709|||C0022709|CHV|||
ACE|angiotensin i converting enzyme|C0022709;C1413931|||C0022709|CHV|||
ACE|angiotensin-converting enzyme|C0022709|1|0.982|C0022709|CHV|1|0.9545|1
ACE|antegrade colonic enema||||||||1
ACE|antegrade continence enema||1|0.002|||1|0.0044|1
ACE|arm crank ergometer||||||1|0.0011|
ACE|arm crank ergometry||||||1|0.0009|
ACE|autologous-cultured epithelium||||||||1
ACE|central amygdaloid nucleus|C0175219|||C0175219|FMA|1|0.0032|
ACE|central nucleus of the amygdala||||||1|0.0061|
ACE|cisplatin, cytarabine, and etoposide chemotherapy protocol||||C0279078|CHV|||
ACE|cisplatin/cytarabine/etoposide||||C0279078|PDQ|||
ACE|cisplatin/cytarabine/etoposide protocol|C0279078|||C0279078|MTH|||
ACE|cyclophosphamide and etoposide||||||1|0.0006|
ACE|cyclophosphamide doxorubicin (AC protocol)||||C0050385|CHV|||
ACE|cyclophosphamide doxorubicin (AC) protocol||||C0050385|CHV|||
ACE|cyclophosphamide, doxorubicin and etoposide chemotherapy protocol||||C0108844|CHV|||
ACE|cyclophosphamide/doxorubicin||||C0050385|PDQ|||
ACE|cyclophosphamide/doxorubicin protocol|C0050385|||C0050385|MTH|||
ACE|cyclophosphamide/doxorubicin/etoposide||||C0108844|PDQ|||
ACE|dipeptidyl peptidase|C0022709|||C0022709|CHV|||
ACE|doxorubicin cyclophosphamide|C0050385|||C0050385|CHV|||
ACE|kininase|C0022709|||C0022709|CHV|||
ACE|peptidyl dipeptidase A|C0022709|||C0022709|CSP|||
ACL|ACL|C0683459;C1412125|||C0683459;C1412125|AOD;HUGO;OMIM|||
ACL|ACLY|C1412125|||C1412125|HUGO;OMIM|||
ACL|ACLY gene|C1412125|||C1412125|HUGO;MTH|||
ACL|ATP CITRATE LYASE|C0004199;C1412125|||C1412125|OMIM|||
ACL|ATP citrate lyase|C0004199;C1412125|||C1412125|HUGO|||
ACL|ATP citrate synthase|C0004199;C1412125|||C1412125|HUGO|||
ACL|ATP-citrate lyase|C0004199;C1412125|||||1|0.009|
ACL|ATPCL|C1412125|||C1412125|HUGO;OMIM|||
ACL|Achievement Checklist||||||||1
ACL|Adjective Check List|C0683459|||C0683459|AOD;MTH|1|0.0082|
ACL|Adjective CheckList||||||||1
ACL|Allen Cognitive Level||||||||1
ACL|American cutaneous leishmaniasis|C1328252|||||1|0.0301|
ACL|CLATP|C1412125|||C1412125|HUGO;OMIM|||
ACL|accessory collateral ligament||||||||1
ACL|acetyl-L-carnitine|C0524474|1|0.008|||||
ACL|acromegaloid features, cutis verticis gyrata, corneal leukoma||||||||1
ACL|adenocarcinoma of the lung|C0152013|||||1|0.0043|
ACL|adjective check list|C0683459|||C0683459|CHV|||
ACL|anal canal length||||||||1
ACL|anterior|C0205094|||||1|0.0043|
ACL|anterior cruciate||||||1|0.0047|
ACL|anterior cruciate ligament|C0078960;C1748452|1|0.984|C0078960;C1748452|CHV;FMA;MSH;MTH;NCI;SNOMEDCT;UWDA|1|0.6521|1
ACL|anti-cardiolipin||||||1|0.0105|
ACL|anti-cardiolipin antibody|C0162596|||||1|0.0066|
ACL|antibodies to cardiolipin||||||1|0.009|
ACL|anticardiolipin||1|0.002|||1|0.0781|1
ACL|anticardiolipin antibodies|C0162596|||||1|0.1831|
AC|(drug) AC||1|0.322|||||
AC|A||||C0560271|NCI|||
AC|AC|C1879503|||C0003354;C0050385;C1300813;C1412573;C1550738;C1879503|HL7V3.0;HUGO;LNC;NCI;OMIM;PDQ|||
AC|AC DEFICIENCY|C1412573|||C1412573|OMIM|||
AC|AC Regimen|C1879503|||C1879503|NCI|||
AC|AC chemotherapy protocol|C0050385|||C0050385|CHV|||
AC|AC protocol|C0050385|||C0050385|MSH|||
AC|AC regimen|C1879503|||C1879503|NCI|||
AC|ACDase|C1412573|||C1412573|OMIM|||
AC|ACE|C0022709;C0201888|||C0050385|CSP|||
AC|ACID CDase|C1412573|||C1412573|OMIM|||
AC|ACID CERAMIDASE|C1412573;C2350443|||C1412573|OMIM|||
AC|ACID CERAMIDASE DEFICIENCY|C0268255;C1412573|||C1412573|OMIM|||
AC|ACe|C0022709;C0201888|||C0050385|NCI;PDQ|||
AC|AG||||C0003354|NCI|||
AC|ANTIGUA AND BARBUDA||||C0003354|NCI|||
AC|ASAH|C1412573|||C1412573|OMIM|||
AC|ASAH1|C1412573|||C1412573|HUGO;OMIM|||
AC|ASAH1 gene|C1412573|||C1412573|HUGO;MTH|||
AC|ATG||||C0003354|NCI|||
AC|Abdominal Circumference|C1300813|||C1300813|MTH|||
AC|Abdominal circumference|C1300813|||C1300813|LNC;SNOMEDCT|||
AC|Abdominal circumference (observable entity)||||C1300813|SNOMEDCT|||
AC|Acebutolol|C0000946|||||1|0.0037|
AC|Acinetobacter calcoaceticus|C0085467|||||||1
AC|Acre|C0560271;C2347175|||C0560271|NCI|||
AC|Acre British|C0560271|||C0560271|NCI|||
AC|Acre International||||C0560271|NCI|||
AC|Adriamycin and cyclophosphamide||||||1|0.003|
AC|Adriamycin-Cytoxan Regimen|C1879503|||C1879503|MTH;NCI|||
AC|Air Conduction|C0234744|||||1|0.0055|
AC|Antigua and Barbuda||||C0003354|AOD;MSH;MTH;NCI;SNOMEDCT|||
AC|Antigua and Barbuda (geographic location)||||C0003354|SNOMEDCT|||
AC|Ar|C2986463|||C0560271|NCI|||
AC|Arachnoid cysts|C0078981|||||1|0.003|
AC|Autographa californica|C2767814|||||1|0.0033|
AC|Barbuda and Antigua||||C0003354|MSH|||
AC|Before Meal|C1550738|||C1550738|NCI|||
AC|Before Meals|C1550738|||C1550738|NCI|||
AC|Before food|C1550738|||C1550738|SNOMEDCT|||
AC|Before food (qualifier value)||||C1550738|SNOMEDCT|||
AC|Before meal|C1550738|||C1550738|SNOMEDCT|||
AC|Before meal (qualifier value)||||C1550738|SNOMEDCT|||
AC|CA||||C0050385|NCI;PDQ|||
AC|CA Regimen|C1879503|||C1879503|NCI|||
AC|CA protocol|C0050385|||C0050385|MSH|||
AC|CERAMIDASE DEFICIENCY|C0268255;C2936785|||C1412573|OMIM|||
AC|CTX/DOX||||C0050385|NCI;PDQ|||
AC|Cyclophosphamide/Doxorubicin||||C0050385|NCI|||
AC|Doxorubicin/Cyclophosphamide|C0050385|||C0050385|NCI|||
AC|FARBER DISEASE|C0268255;C1412573;C2936785|||C1412573|OMIM|||
AC|FARBER LIPOGRANULOMATOSIS|C0268255;C1412573|||C1412573|OMIM|||
AC|FLJ21558|C1412573|||C1412573|HUGO|||
AC|N-ACYLSPHINGOSINE AMIDOHYDROLASE 1|C1412573|||C1412573|OMIM|||
AC|N-ACYLSPHINGOSINE DEACYLASE|C1412573|||C1412573|OMIM|||
AC|N-LAURYLSPHINGOSINE DEACYLASE DEFICIENCY|C1412573;C2936785|||C1412573|OMIM|||
AC|N-acylsphingosine amidohydrolase (acid ceramidase) 1||||C1412573|HUGO|||
AC|NATO code for HCN||||||||1
AC|PHP32|C1412573|||C1412573|HUGO|||
AC|Preprandial|C1550738|||C1550738|SNOMEDCT|||
AC|[ACR_BR]|C0560271|||C0560271|NCI|||
AC|abcoulomb||||||||1
AC|abdominal circumference|C1300813|1|0.004|C1300813|CHV;LNC;MTH;SNOMEDCT|||1
AC|abdominal compression||||||||1
AC|aberrant crypts||||||1|0.0055|
AC|ablation catheter|C0162563|||||||1
AC|abrupt closure||||||||1
AC|absorption coefficient||||||||1
AC|absorptive cell||||||||1
AC|abuse case||||||||1
AC|ac|C1879503|||C0560271|NCI|||
AC|ac - ante cibum|C1550738|||C1550738|SNOMEDCT|||
AC|accessory cell|C0003315|||C0003315|CSP;NCI|||
AC|accessory cells||||||1|0.0373|
AC|accommodative convergence||||||||1
AC|acetate|C0000975|1|0.008|||1|0.0096|1
AC|acetone|C0001002|||||1|0.0055|
AC|acetyl||||||||1
AC|acetylcholine|C0001041;C0523441|||C0001041;C0523441|AOD;CHV;CSP;FMA;LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT;UWDA;VANDF|1|0.0052|
AC|achaete||||||1|0.0074|
AC|acid|C0001128|||||||1
AC|acid ceramidase|C1412573;C2350443|||||1|0.0033|
AC|acidified complement||||||||1
AC|acidity|C0001128;C0847097;C0920750|||||||1
AC|aconitine|C0001159|||||||1
AC|acre|C0560271;C2347175|||C0560271|CHV;HL7V3.0;MTH;SNOMEDCT|||
AC|acre (qualifier value)||||C0560271|SNOMEDCT|||
AC|acres|C0560271|||C0560271|CHV|||
AC|acromioclavicular|C0695640|1|0.316|C0695640|CHV|1|0.0251|1
AC|acrylamide|C0050587|||||1|0.0037|
AC|actinium|C0001246|||||||1
AC|activated carbon|C0001275|||||1|0.0133|
AC|activated charcoal|C0001275|||C0001275|CHV;MSH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT|1|0.0221|1
AC|activation coefficient||||||1|0.003|
AC|activity coefficient||||||1|0.0033|
AC|acupuncture clinic||||||||1
AC|acute|C0205178|||C0205178;C1547229;C1547295|CHV;DXP;HL7V2.5;MTH;NCI;SNOMEDCT|||1
AC|acute acalculous cholecystitis|C0267842|||||1|0.0018|
AC|acute cholecystitis|C0149520|||C0149520|AOD;CHV;COSTAR;ICD9CM;MSH;NCI;NDFRT;SNOMEDCT|1|0.0144|1
AC|adenocarcinoma|C0001418|||C0001418|AOD;CHV;CSP;CST;LCH;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|1|0.0568|1
AC|adenylate cyclase|C0001492;C1382029|||C0001492;C1382029|AOD;CHV;CSP;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.2107|1
AC|adenylate cyclase activity|C1151015|||||1|0.0044|
AC|adenylyl cyclase|C0001492|||||1|0.1985|1
AC|adherent cell||||||||1
AC|adherent cells||||||1|0.0081|
AC|adrenal cortex|C0001613|||C0001613|AOD;CHV;FMA;LCH;LNC;MSH;MTH;NCI;SNOMEDCT;UWDA|||1
AC|adrenocorticoid||||||||1
AC|adriamycin cyclophosphamide||1|0.236|||||
AC|aesthetic component||||||1|0.0103|
AC|affinity chromatography|C0008551|||||1|0.0048|
AC|aftercoming||||||||1
AC|air chamber||||||||1
AC|air changes||||||||1
AC|air conditioning|C0001864|||C0001864|CHV;LCH;MSH|||
AC|air conduction|C0234744|||C0234744|SNOMEDCT|||1
AC|alcoholic cirrhosis|C0023891|||C0023891|AOD;CHV;COSTAR;MSH;NCI;NDFRT;SNOMEDCT|||1
AC|alcoholic coma|C0394017|||||||1
AC|all culture||||||||1
AC|allergic conjunctivitis|C0009766|||||1|0.0055|
AC|allyl chloride|C0051228|||||1|0.0026|
AC|alternating|C0332270|||||1|0.0033|
AC|alternating current|C0442830|1|0.002|C0442830|CHV;SNOMEDCT|1|0.0428|1
AC|alveolar crest||||||||1
AC|ambulatory care|C0002423;C1555966|||C0002423;C1555966|AOD;CHV;CSP;HL7V3.0;MSH|||1
AC|ambulatory controls||||||||1
AC|ammonium chloride|C0002615|||||1|0.0018|
AC|amniocentesis|C0002627|||C0002627|AOD;CHV;CSP;LCH;LNC;MEDLINEPLUS;MSH;NCI;SNOMEDCT|1|0.0077|
AC|amygdaloid complex|C0002708|||||1|0.0048|
AC|anchor cell||||||1|0.0044|
AC|anchored catheter||||||||1
AC|anesthesia circuit||||||||1
AC|angiocellular||||||||1
AC|ante cibum|C1550738|||C1550738|CHV;NCI;SNOMEDCT|||
AC|ante cibus|C1550738|||C1550738|MTH|||
AC|antecubital|C1549091|1|0.002|C1549091|HL7V2.5|||1
AC|anterior|C0205094|||||1|0.0044|
AC|anterior chamber|C0003151|||C0003151|CHV;CSP;LNC;MSH;NCI|1|0.0579|1
AC|anterior cingulate||||||1|0.0059|
AC|anterior circulation||||||||1
AC|anterior colporrhaphy|C0195224|||C0195224|CHV;MTHICD9;SNOMEDCT|||1
AC|anterior column||||||||1
AC|anterior commissure|C0152335;C1289546|||C0152335;C1289546|FMA;NCI;SNOMEDCT|1|0.024|1
AC|anterior cruciate||||||||1
AC|antibiotic concentrate||||||||1
AC|anticholinergic|C0242896|||||||1
AC|anticoagulant|C0003280;C0848112|||C0003280|CHV;CSP;LNC;NCI;NDFRT;SNOMEDCT|1|0.0063|1
AC|anticoagulation|C0003281;C2917212;C2919015|1|0.002|||1|0.007|
AC|anticomplement|C0052026|||||||1
AC|anticomplementary||||||||1
AC|anticonvulsant|C0003286|||||||1
AC|antiinflammatory corticoid||||||||1
AC|antiphlogistic corticoid||||||||1
AC|aortic closure||||||||1
AC|aortic coarctation|C0003492|||||1|0.0033|
AC|aortic compliance||||||||1
AC|aortic constriction||||||1|0.0085|
AC|aortocoronary|C0450107|||C0450107|CHV;SNOMEDCT|||1
AC|apatite cement||||||1|0.0022|
AC|arm circumference||||||1|0.0081|1
AC|arterial capillary||||||||1
AC|arterial compliance||||||1|0.0066|
AC|articular cartilage|C0007303;C1281692|||||1|0.0111|
AC|artificial circulation|C0868932|||||1|0.003|
AC|asbestos cement||||||1|0.0022|
AC|ascending colon|C0227375|||C0227375|AOD;CHV;CSP;FMA;MSH;MTH;MTHMST;NCI;SNOMEDCT;UWDA|||1
AC|assist control||1|0.018|||||1
AC|asymptomatic carriers||||||1|0.0033|
AC|atrial contraction||||||||1
AC|atriocarotid||||||||1
AC|attenuation correction|C2986723|||||1|0.014|
AC|attenuation-corrected||||||1|0.0044|
AC|atypical carcinoid||||||1|0.0077|
AC|auditory cortex|C0004302|||C0004302|AOD;CHV;CSP;FMA;MSH;MTH;NCI;SNOMEDCT|1|0.024|
AC|autoclave|C0179177|||||||1
AC|autologous cell||||||||1
AC|axillary clearance||||||1|0.003|
AC|axiocervical||||||||1
AC|azure C|C0052828|||||||1
AC|before food|C1550738|||C1550738|CHV|||
AC|before meals|C1550738|1|0.084|||||1
AC|capacity|C1516240|||||1|0.0059|
AC|carcinoma|C0007097|||||1|0.0052|
AC|concentration|C0086045;C1446561|||||1|0.0033|
AC|control|C0009932;C0243148;C1550141;C1882979;C2587213|||||1|0.0092|
AC|cyclophosphamide doxorubicin (AC protocol)||||C0050385|CHV|||
AC|cyclophosphamide doxorubicin (AC) protocol||||C0050385|CHV|||
AC|cyclophosphamide/doxorubicin||||C0050385|PDQ|||
AC|cyclophosphamide/doxorubicin protocol|C0050385|||C0050385|MTH|||
AC|doxorubicin and cyclophosphamide||||||1|0.0077|
AC|doxorubicin cyclophosphamide|C0050385|||C0050385|CHV|||
AC|food before||||C1550738|CHV|||
AC|maize Activator||||||1|0.0063|
AC|maize transposable element Activator||||||1|0.0055|
AC|meal before||||C1550738|CHV|||
AC|nucleus accumbens|C0028633|||||1|0.0037|
AC|patients had alcoholic cirrhosis||||||1|0.0004|
AC|preprandial|C1550738|||C1550738|CHV|||
ACTH|1-39 ACTH|C0001655|||C0001655|MSH;NDFRT|||
ACTH|ACTH||||C0001655;C0201835;C1337111;C1523997;C1704793|AOD;CHV;CSP;FMA;HUGO;MSH;MTH;NCI;NDFRT;PDQ;SNOMEDCT;UWDA|||
ACTH|ACTH (1-39)||||C0001655|MSH;NDFRT|||
ACTH|ACTH - Adrenocorticotrophic hormone|C0001655|||C0001655|SNOMEDCT|||
ACTH|ACTH measurement|C0201835|||C0201835|SNOMEDCT|||
ACTH|ACTH preparation|C0001655|||C0001655|SNOMEDCT|||
ACTH|Adrenocorticotrophic Hormone|C0001655;C1523997;C2825093|||C0001655|MSH;NDFRT|||
ACTH|Adrenocorticotrophic hormone|C0001655;C1523997;C2825093|||C0001655|SNOMEDCT|||
ACTH|Adrenocorticotrophic hormone level|C0201835|||C0201835|SNOMEDCT|||
ACTH|Adrenocorticotropic||||||1|0.0044|
ACTH|Adrenocorticotropic Hormone|C0001655;C1523997;C2825093|||C0001655;C0201835;C1523997|MSH;NCI;NDFRT|||
ACTH|Adrenocorticotropic Hormone Measurement|C0201835|||C0201835|NCI|||
ACTH|Adrenocorticotropic Hormone [Chemical/Ingredient]||||C0001655|NDFRT|||
ACTH|Adrenocorticotropic hormone|C0001655;C1523997;C2825093|||C0001655|SNOMEDCT|1|0.543|
ACTH|Adrenocorticotropic hormone (substance)||||C0001655|SNOMEDCT|||
ACTH|Adrenocorticotropic hormone measurement|C0201835|||C0201835|MTH;SNOMEDCT|||
ACTH|Adrenocorticotropic hormone measurement (procedure)||||C0201835|SNOMEDCT|||
ACTH|Adrenocorticotropic hormone preparation|C0001655|||C0001655|SNOMEDCT|||
ACTH|Adrenocorticotropin|C0001655;C1523997|||C0001655;C1523997|FMA;MSH;NCI;NDFRT;SNOMEDCT;UWDA|||
ACTH|CCTROP|C0001655|||C0001655|PDQ|||
ACTH|CLIP|C0175722;C1705205|||C1337111;C1704793|HUGO;NCI|||
ACTH|CORTICOTROPIN|C0001655;C1523997|||C0001655;C1523997|NCI;NDFRT;VANDF|||
ACTH|Corticotrophic hormone|C0001655|||C0001655|SNOMEDCT|||
ACTH|Corticotrophin|C0001655;C1523997|||C0001655|MSH;NDFRT;SNOMEDCT|||
ACTH|Corticotrophin (1-39)||||C0001655|MSH;NDFRT|||
ACTH|Corticotrophins|C0001655|||C0001655|SNOMEDCT|||
ACTH|Corticotrophins (product)||||C0001655|SNOMEDCT|||
ACTH|Corticotrophins (substance)||||C0001655|SNOMEDCT|||
ACTH|Corticotropic hormone|C0001655|||C0001655|SNOMEDCT|||
ACTH|Corticotropin|C0001655;C1523997|||C0001655;C1523997|FMA;LNC;MSH;MTH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT|1|0.154|
ACTH|Corticotropin (1-39)||||C0001655|MSH;NDFRT|||
ACTH|Corticotropin (substance)||||C1523997|SNOMEDCT|||
ACTH|Corticotropin measurement|C0201835|||C0201835|SNOMEDCT|||
ACTH|Corticotropin preparation|C0001655|||C0001655|SNOMEDCT|||
ACTH|Corticotropin preparation (product)||||C0001655|SNOMEDCT|||
ACTH|Corticotropin preparation (substance)||||C0001655|SNOMEDCT|||
ACTH|Corticotropins|C0001655|||C0001655|SNOMEDCT|||
ACTH|Hormone, Adrenocorticotrophic|C0001655;C1523997;C2825093|||C0001655|MSH|||
ACTH|Hormone, Adrenocorticotropic|C0001655;C1523997;C2825093|||C0001655|MSH|||
ACTH|LPH|C0023832;C1337111;C1416808|||C1337111|HUGO|||
ACTH|MSH||||C1337111;C1704793|HUGO;NCI|||
ACTH|NPP|C1337111|||C1337111|HUGO|||
ACTH|POC|C1337111;C1704793|||C1337111;C1704793|HUGO;LNC;NCI;OMIM|||
ACTH|POMC||||C1337111;C1704793|HUGO;NCI;OMIM|||
ACTH|POMC Gene|C1337111|||C1337111|NCI|||
ACTH|POMC gene|C1337111|||C1337111|HUGO;MTH|||
ACTH|POMC wt Allele|C1704793|||C1704793|MTH;NCI|||
ACTH|PRO-ACTH-ENDORPHIN|C0033195;C1337111|||C1337111|OMIM|||
ACTH|PROOPIOMELANOCORTIN|C0033195;C1337111|||C1337111|OMIM|||
ACTH|Proopiomelanocortin (Adrenocorticotropin/ Beta-Lipotropin/ Alpha-Melanocyte Stimulating Hormone/ Beta-Melanocyte Stimulating Hormone/ Beta-Endorphin) Gene||||C1337111|NCI|||
ACTH|Proopiomelanocortin (Adrenocorticotropin/ Beta-Lipotropin/ Alpha-Melanocyte Stimulating Hormone/ Beta-Melanocyte Stimulating Hormone/ Beta-Endorphin) wt Allele||||C1704793|NCI|||
ACTH|Recombinant Corticotropin|C1523997|||C1523997|MTH;NCI|||
ACTH|Therapeutic ACTH|C1523997|||C1523997|NCI|||
ACTH|acth hormone|C0001655|||C0001655|CHV|||
ACTH|acth test|C0201835|||C0201835|CHV|||
ACTH|acth testing|C0201835|||C0201835|CHV|||
ACTH|adrenocorticotrophic||||||1|0.0026|
ACTH|adrenocorticotrophic hormone|C0001655;C1523997;C2825093|||C0001655|CHV|||
ACTH|adrenocorticotropic hormone|C0001655;C1523997;C2825093|1|1.000|C0001655;C0201835;C1337111;C1523997;C2825093|AOD;CHV;CSP;HUGO;MSH;NCI;NDFRT;PDQ;SNOMEDCT|||1
ACTH|adrenocorticotropic hormone (ACTH)|C0001655;C1523997;C2825093|||C0001655|CHV|||
ACTH|adrenocorticotropic hormone (ACTH) level test||||C0201835|CHV|||
ACTH|adrenocorticotropic peptide|C0001655|||C0001655|AOD|||
ACTH|adrenocorticotropin|C0001655;C1523997|||C0001655;C1337111|AOD;CHV;HUGO|1|0.2646|
ACTH|adrenotrophin|C0001655|||C0001655|AOD|||
ACTH|adrenotropic hormone|C0001655|||C0001655|AOD|||
ACTH|adrenotropin|C0001655|||C0001655|AOD|||
ACTH|alpha-melanocyte stimulating hormone|C0002302;C1337111|||C1337111|HUGO|||
ACTH|beta-endorphin|C0005210;C1337111|||C1337111|HUGO|||
ACTH|beta-lipotropin|C0023832;C1337111|||C1337111|HUGO|||
ACTH|beta-melanocyte stimulating hormone|C0005261;C1337111|||C1337111|HUGO|||
ACTH|corticotrophin|C0001655;C1523997|||C0001655|AOD;CHV|1|0.0255|
ACTH|corticotrophins|C0001655|||C0001655|CHV|||
ACTH|corticotropin|C0001655;C1523997|||C0001655;C0201835|AOD;CHV;CSP;GO;NCI;PDQ|||
ACTH|corticotropins|C0001655|||C0001655|CHV|||
ACTH|plasma adrenocorticotrophin||||||1|0.0059|
ACTH|proopiomelanocortin|C0033195;C1337111|||C1337111|HUGO|||
ADA|ADA|C1060325|||C0001457;C0002456;C1151644;C1412179;C1705019|GO;HUGO;MSH;NCI;OMIM|||
ADA|ADA - Adenosine deaminase|C0001457|||C0001457|SNOMEDCT|||
ADA|ADA Gene|C1412179|||C1412179|NCI|||
ADA|ADA gene|C1412179|||C1412179|HUGO;MTH|||
ADA|ADENOSINE AMINOHYDROLASE|C0001457;C1412179|||C1412179|OMIM|||
ADA|ADENOSINE DEAMINASE|C0001457;C1412179|||C0001457;C1412179|MTH;OMIM|||
ADA|Ada|C1060325|||C1060325|NCBI|||
ADA|Ada Lindl.|C1060325|||C1060325|NCBI|||
ADA|Adenine Deaminase|C0001457;C0050739|||C0001457|NCI|||
ADA|Adenosine Aminohydrolase|C0001457;C1412179|||C0001457|MSH;NCI;NDFRT|||
ADA|Adenosine Deaminase|C0001457;C1412179|||C0001457|MSH;NCI;NDFRT|||
ADA|Adenosine Deaminase Gene|C1412179|||C1412179|NCI|||
ADA|Adenosine Deaminase [Chemical/Ingredient]||||C0001457|NDFRT|||
ADA|Adenosine aminohydrolase|C0001457;C1412179|||C0001457|MSH;NDFRT|||
ADA|Adenosine deaminase|C0001457;C1412179|||C0001457|LCH;LNC;SNOMEDCT|1|0.6517|
ADA|Adenosine deaminase (substance)||||C0001457|SNOMEDCT|||
ADA|Adenosine deaminase activity|C1149733|||||1|0.0159|
ADA|American Dental Association|C0002456|||C0002456|CHV;MSH;MTH;NCI|1|0.0257|
ADA|American Diabetes Association|C1705019|1|0.992|C1705019|MTH;NCI|1|0.1002|
ADA|American association dental||||C0002456|CHV|||
ADA|Americans with Disabilities Act||||||1|0.1846|1
ADA|Americans with Disabilities Act of 1990||||||1|0.0093|
ADA|Aminohydrolase, Adenosine|C0001457;C1412179|||C0001457|MSH|||
ADA|Association, American Dental|C0002456|||C0002456|MSH|||
ADA|Azodicarbonamide|C0043716|||||1|0.0055|
ADA|Deaminase, Adenosine|C0001457;C1412179|||C0001457|MSH|||
ADA|Dental Association, American|C0002456|||C0002456|MSH|||
ADA|DmpF|C1151644|||C1151644|GO|||
ADA|EC 3.5.4.4||||C0001457|NCI|||
ADA|Genus Ada|C1060325|||C1060325|MTH|||
ADA|acetaldehyde dehydrogenase (acetylating) activity|C1151644|||C1151644|GO;MTH|||
ADA|adenosine aminohydrolase|C0001457;C1412179|||C0001457|CSP|||
ADA|adenosine deaminase|C0001457;C1412179|1|0.002|C0001457;C1412179|CHV;CSP;HUGO;LCH;LNC;MSH;MTH;NCI;NDFRT;OMIM;SNOMEDCT|||1
ADA|adenosine deaminase gene|C1412179|||||1|0.0038|
ADA|alcohol dependence and abuse||||||1|0.0033|
ADA|alternated delay acquisition||||||||1
ADA|anterior descending artery||||||||1
ADA|antideoxyribonucleic acid antibody||||||||1
ADA|approved dietary allowance||||||||1
ADD|4 Androstene 3,17 dione||||C0002860|MSH|||
ADD|4-Androstene-3,17-dione||||C0002860|MSH;NCI;NDFRT|||
ADD|ADD|C1883712|||C0002860;C0004269;C1548443|HL7V2.5;MEDLINEPLUS;SNOMEDCT|||
ADD|ADD action code||||C1548443|MTH|||
ADD|ADIONE - Delta 4-androstenedione|C0002860|||C0002860|SNOMEDCT|||
ADD|ANDROSTENEDIONE|C0002860;C0337432|||C0002860|NDFRT;VANDF|||
ADD|Add|C1883712|||C1524062;C1720086;C1883712|LNC;NCI;SNOMEDCT|||
ADD|Add - dosing instruction fragment||||C1720086|MTH;SNOMEDCT|||
ADD|Add - dosing instruction fragment (qualifier value)||||C1720086|SNOMEDCT|||
ADD|Add - instruction imperative|C1883712|||C1883712|MTH|||
ADD|Added|C1524062|||C1524062|NCI|||
ADD|Addition|C1883712|||C1883712|NCI|||
ADD|Additional|C1524062|||C1524062|LNC;MTH;NCI|||
ADD|Androst-4-ene-3,17-dione||||C0002860|MSH;NCI;NDFRT|||
ADD|Androstanedione|C0002860|||C0002860|SNOMEDCT|||
ADD|Androstanedione (substance)||||C0002860|SNOMEDCT|||
ADD|Androstenedione|C0002860;C0337432|||C0002860|LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT|||
ADD|Androstenedione (substance)||||C0002860|SNOMEDCT|||
ADD|Androstenedione [Chemical/Ingredient]||||C0002860|NDFRT|||
ADD|Attention Deficit Disorder|C0041671;C0339002|||||1|0.7991|
ADD|Attention deficit disorder of childhood|C0004269|||C0004269|ICD9CM|||
ADD|Child attention deficit disorder|C0004269|||C0004269|MTH;MTHICD9;SNOMEDCT|||
ADD|Child attention deficit disorder (disorder)||||C0004269|SNOMEDCT|||
ADD|Child attention deficit disorder NOS|C0004269|||C0004269|SNOMEDCT|||
ADD|Child attention deficit disorder NOS (disorder)||||C0004269|SNOMEDCT|||
ADD|Delta 4-androstenedione|C0002860|||C0002860|SNOMEDCT|||
ADD|Delta-4-Androstenedione|C0002860|||C0002860|NCI|||
